concept_name,concept_label,concept_period_type,concept_balance,concept_level,statement_label,statement_name,concept_is_extended
ifrs-full:IntangibleAssetsAndGoodwill,Intangible assets and goodwill,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
volkswagenag:SachanlagenohnevermieteteVermoegenswerte,Sachanlagen ohne vermietete Vermögenswerte,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,True
volkswagenag:VermieteteVermoegenswerte,Vermietete Vermögenswerte,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,True
ifrs-full:InvestmentProperty,Investment property,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:InvestmentAccountedForUsingEquityMethod,Investments accounted for using equity method,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:InvestmentsInSubsidiariesJointVenturesAndAssociates,"Investments in subsidiaries, joint ventures and associates",instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
volkswagenag:LangfristigeForderungenausFinanzdienstleistungen,Langfristige Forderungen aus Finanzdienstleistungen,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,True
ifrs-full:OtherNoncurrentFinancialAssets,Other non-current financial assets,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:OtherNoncurrentNonfinancialAssets,Other non-current non-financial assets,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:CurrentTaxAssetsNoncurrent,"Current tax assets, non-current",instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:DeferredTaxAssets,Deferred tax assets,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:NoncurrentAssets,Non-current assets,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:Inventories,Current inventories,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:CurrentTradeReceivables,Current trade receivables,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
volkswagenag:KurzfristigeForderungenausFinanzdienstleistungen,Kurzfristige Forderungen aus Finanzdienstleistungen,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,True
ifrs-full:OtherCurrentFinancialAssets,Other current financial assets,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:OtherCurrentNonfinancialAssets,Other current non-financial assets,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:CurrentTaxAssetsCurrent,"Current tax assets, current",instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:CurrentInvestments,Current investments,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
volkswagenag:ZahlungsmittelZahlungsmittelaequivalenteundTermingeldanlagen,"Zahlungsmittel, Zahlungsmitteläquivalente und Termingeldanlagen",instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,True
ifrs-full:NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,Non-current assets or disposal groups classified as held for sale,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:CurrentAssets,Current assets,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:Assets,Assets,instant,debit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:IssuedCapital,Issued capital,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:CapitalReserve,Capital reserve,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:RetainedEarnings,Retained earnings,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:OtherReserves,Other reserves,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
volkswagenag:EigenkapitalderHybridkapitalgeberderVolkswagenAG,Eigenkapital der Hybridkapitalgeber der Volkswagen AG,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,True
ifrs-full:EquityAttributableToOwnersOfParent,Equity attributable to owners of parent,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:NoncontrollingInterests,Non-controlling interests,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:Equity,Equity,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
volkswagenag:LangfristigeFinanzschulden,Langfristige Finanzschulden,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,True
ifrs-full:OtherNoncurrentFinancialLiabilities,Other non-current financial liabilities,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:OtherNoncurrentNonfinancialLiabilities,Other non-current non-financial liabilities,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:DeferredTaxLiabilities,Deferred tax liabilities,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,Non-current net defined benefit liability,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
volkswagenag:LangfristigeErtragsteuerrueckstellungen,Langfristige Ertragsteuerrückstellungen,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,True
ifrs-full:OtherLongtermProvisions,Other non-current provisions,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:NoncurrentLiabilities,Non-current liabilities,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
volkswagenag:KurzfristigeFinanzschulden,Kurzfristige Finanzschulden,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,True
ifrs-full:TradeAndOtherCurrentPayables,Trade and other current payables,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:CurrentTaxLiabilitiesCurrent,"Current tax liabilities, current",instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:OtherCurrentFinancialLiabilities,Other current financial liabilities,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:OtherCurrentNonfinancialLiabilities,Other current non-financial liabilities,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
volkswagenag:KurzfristigeErtragsteuerrueckstellungen,Kurzfristige Ertragsteuerrückstellungen,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,True
ifrs-full:OtherShorttermProvisions,Other current provisions,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,Liabilities included in disposal groups classified as held for sale,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:CurrentLiabilities,Current liabilities,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:EquityAndLiabilities,Equity and liabilities,instant,credit,1,Statement of financial position [abstract],ifrs-full:StatementOfFinancialPositionAbstract,False
ifrs-full:StatementOfChangesInEquityAbstract,Statement of changes in equity [abstract],duration,,0,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:StatementOfChangesInEquityTable,Statement of changes in equity [table],duration,,1,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ComponentsOfEquityAxis,Components of equity [axis],duration,,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:Equity,Equity,instant,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ProfitLoss,Profit (loss),duration,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:OtherComprehensiveIncome,Other comprehensive income,duration,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ComprehensiveIncome,Comprehensive income,duration,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:AbgangZugangvonEigenkapitalinstrumenten,Abgang Zugang von Eigenkapitalinstrumenten,duration,debit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:Kapitalerhoehungenherabsetzungen,Kapitalerhöhungen/-herabsetzungen,duration,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:DividendsPaid,Dividends recognised as distributions to owners,duration,debit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:ReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeMember,Reserve of gains and losses on financial assets measured at fair value through other comprehensive income [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:RuecklageFuerAtEquityBewerteteAnteileMember,Rücklage für At Equity bewertete Anteile [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:EigenkapitalDerHybridkapitalgeberMember,Eigenkapital der Hybridkapitalgeber [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
ifrs-full:EquityAttributableToOwnersOfParentMember,Equity attributable to owners of parent [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:NoncontrollingInterestsMember,Non-controlling interests [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatDoNotResultInLossOfControl,"Increase (decrease) through changes in ownership interests in subsidiaries that do not result in loss of control, equity",duration,credit,2,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:EquityMember,Equity [member],duration,,3,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:IssuedCapitalMember,Issued capital [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:CapitalReserveMember,Capital reserve [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:RetainedEarningsMember,Retained earnings [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
ifrs-full:ReserveOfExchangeDifferencesOnTranslationMember,Reserve of exchange differences on translation [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,False
volkswagenag:CashflowHedgeRuecklageMember,Cashflow Hedge-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
volkswagenag:CostOfHedgingRuecklageMember,Cost of Hedging-Rücklage [member],duration,,4,Statement of changes in equity [abstract],ifrs-full:StatementOfChangesInEquityAbstract,True
